# Lodd svinger i fjær.
# Masse: 89 gram.
# Tid t i sekunder.
# Utslag y i meter.
#
# Kilde: Knut Skrindo
#
t;y
13.53836667;0.12414055019999998
13.5717;0.1075070313
13.60503333;0.08832833209999996
13.63836667;0.06462072679999997
13.6717;0.03967909389999996
13.70503333;0.013264679899999965
13.73836667;-0.013430504300000035
13.7717;-0.038674519200000035
13.80503333;-0.06159771380000001
13.83836667;-0.08311123320000002
13.8717;-0.10155683610000005
13.90503333;-0.11814294960000005
13.93836667;-0.13311442130000006
13.9717;-0.1420400302
14.00503333;-0.14682921130000004
14.03836667;-0.14633629430000006
14.0717;-0.14043507230000007
14.10503333;-0.13199456490000006
14.13836667;-0.11684475130000005
14.1717;-0.09860191730000001
14.20503333;-0.07805392060000005
14.23836667;-0.054625498800000005
14.2717;-0.030327316600000043
14.30503333;-0.004116538900000022
14.33836667;0.022619188499999998
14.3717;0.04893364339999995
